scenario,policy,week,planning_status,fulfillment_status,planning_solve_seconds,fulfillment_solve_seconds,planned_objective,demand_units,fulfilled_units,shortage_units,fill_rate,ordered_units,ending_inventory,procurement_cost,shipping_cost,risk_cost,holding_cost,shortage_cost,service_gap_cost,total_cost,expected_late_units,supplier_risk_units
shortage_high,ridge,2018-06-25,Optimal,Optimal,0.06597404199419543,0.028374916000757366,242898.50916768907,1096.0,1096.0,0.0,1.0,966.0,588.0,44635.926,16613.1,1167.8521838158217,465.15430000000003,0.0,0.0,62882.03248381582,85.9773908477405,96.00661140677956
shortage_high,ridge,2018-07-02,Optimal,Optimal,0.06557941701612435,0.028796375001547858,238996.07208225995,922.0,922.0,0.0,1.0,940.0,632.0,42671.508,13830.005,972.6350512114336,491.73150000000004,0.0,0.0,57965.87955121144,71.41250608133144,80.26700051215637
shortage_high,ridge,2018-07-09,Optimal,Optimal,0.06487995901261456,0.03204387502046302,222002.31361785813,695.0,695.0,0.0,1.0,737.0,877.0,34447.476,11223.79,746.2953280957618,629.9277,0.0,0.0,47047.48902809576,57.05457925002887,57.97173881910615
shortage_high,ridge,2018-07-16,Optimal,Optimal,0.07501020797644742,0.03514345799339935,216581.2931889693,1202.0,1152.0,50.0,0.9584026622296173,513.0,462.0,26855.172000000002,17554.425,1231.2311333584648,319.6113,13511.1,0.0,59471.53943335846,90.90571229136998,100.79708700550098
shortage_high,ridge,2018-07-23,Optimal,Optimal,0.06308812499628402,0.029100374988047406,374357.2906034934,1207.0,962.0,245.0,0.7970173985086992,1310.0,13.0,61255.656,14424.664999999999,987.404398998417,14.697000000000001,38081.83,30714.399,145478.65139899842,71.1954870566375,83.5681005090634
shortage_high,ridge,2018-07-30,Optimal,Optimal,0.09441762501955964,0.036170292005408555,277635.2327730618,1482.0,1294.0,188.0,0.873144399460189,1291.0,29.0,59043.672,19322.605,1354.1945738598347,18.571,27575.42,9818.739599999999,117133.20217385983,100.05820887123234,110.74578057799518
shortage_high,ridge,2018-08-06,Optimal,Optimal,0.06725720799295232,0.029855500004487112,345529.86180367833,1451.0,1271.0,180.0,0.875947622329428,1396.0,49.0,64877.538,18871.8,1329.227681347602,31.250999999999998,28135.62,8659.2402,121904.6768813476,96.98107384935857,110.6758181105467
shortage_high,ridge,2018-08-13,Optimal,Optimal,0.0686567910015583,0.03754216700326651,312145.3301598356,1366.0,1320.0,46.0,0.9663250366032211,1428.0,125.0,65444.01,19536.579999999998,1384.071968240383,97.6572,7325.18,0.0,93787.49916824038,101.16786753087896,114.94580559867023
shortage_high,ridge,2018-08-20,Optimal,Optimal,0.065452707989607,0.027621250017546117,320232.67591011146,729.0,729.0,0.0,1.0,1347.0,824.0,62543.472,10373.565,756.2942983417887,628.7986000000001,0.0,0.0,74302.1298983418,55.383933455823716,62.644566139039796
service_85,ridge,2018-05-28,Optimal,Optimal,0.06540312501601875,0.028559041995322332,241970.70710608314,793.0,793.0,0.0,1.0,847.0,872.0,40723.614,12122.41,846.0219148201903,650.2664,0.0,0.0,54342.312314820185,63.00832882252988,68.39105684799021
service_85,ridge,2018-06-04,Optimal,Optimal,0.06438916700426489,0.028753833001246676,233550.33556634063,1082.0,1061.0,21.0,0.9805914972273567,716.0,658.0,33654.15,16227.22,1117.302427514638,508.677,1901.2350000000001,0.0,53408.584427514645,82.85434698877741,90.89353032088377
service_85,ridge,2018-06-11,Optimal,Optimal,0.06557212502229959,0.03408716700505465,292364.57563725056,1127.0,1010.0,117.0,0.8961845607808341,1204.0,364.0,56443.332,15386.27,1051.9489503068912,277.6157,13570.245,0.0,86729.4116503069,76.74664086308037,87.59516468044961
service_85,ridge,2018-06-18,Optimal,Optimal,0.06519045800087042,0.03417345799971372,269011.0675645121,1115.0,1107.0,8.0,0.9928251121076234,1223.0,461.0,57890.598,16491.465,1163.0539894502967,348.995,927.88,0.0,76821.99198945031,85.62313647402323,95.61377953162214
service_85,ridge,2018-06-25,Optimal,Optimal,0.06523558401386254,0.029263292002724484,242358.5109232866,1096.0,1096.0,0.0,1.0,966.0,588.0,44635.926,16613.1,1167.8521838158217,465.15430000000003,0.0,0.0,62882.03248381582,85.9773908477405,96.00661140677956
service_85,ridge,2018-07-02,Optimal,Optimal,0.06465191702591255,0.028154917003121227,238007.7220822599,922.0,922.0,0.0,1.0,940.0,632.0,42671.508,13830.005,972.6350512114336,491.73150000000004,0.0,0.0,57965.87955121144,71.41250608133144,80.26700051215637
service_85,ridge,2018-07-09,Optimal,Optimal,0.06418720801593736,0.05155683300108649,222002.31361785816,695.0,695.0,0.0,1.0,737.0,877.0,34447.476,11223.79,746.2953280957618,629.9277,0.0,0.0,47047.48902809576,57.05457925002887,57.97173881910615
service_85,ridge,2018-07-16,Optimal,Optimal,0.06438366699148901,0.030061792000196874,213571.1734575227,1202.0,1152.0,50.0,0.9584026622296173,513.0,462.0,26855.172000000002,17491.375,1228.0923504060313,319.6113,8746.5,16.3250625,54657.07571290604,90.51336442231579,100.797087005501
service_85,ridge,2018-07-23,Optimal,Optimal,0.06641475000651553,0.03011274998425506,324342.2970921976,1207.0,962.0,245.0,0.7970173985086992,1310.0,13.0,61255.656,14553.485,992.3444658335061,14.697000000000001,25281.25,10488.85265625,112586.28512208351,71.81299541102365,83.56810050906338
service_85,ridge,2018-07-30,Optimal,Optimal,0.09317162501974963,0.0340830420027487,272644.7413773824,1482.0,1294.0,188.0,0.873144399460189,1291.0,29.0,59043.672,19628.63,1365.0933395086213,18.571,18370.3925,8.16253125,98434.52137075862,101.42055457733068,110.74578057799518
service_85,ridge,2018-08-06,Optimal,Optimal,0.06682974999421276,0.05043979099718854,312313.9000081472,1451.0,1271.0,180.0,0.875947622329428,1396.0,49.0,64877.538,19164.88,1340.7225740045037,31.250999999999998,18672.1875,32.650125,104119.2291990045,98.41793543147128,110.6758181105467
service_85,ridge,2018-08-13,Optimal,Optimal,0.06590454201796092,0.03568775000167079,307181.7769341639,1366.0,1320.0,46.0,0.9663250366032211,1428.0,125.0,65444.01,19490.74,1378.5056279996911,97.6572,4856.135,0.0,91267.04782799969,100.47207500079249,114.94580559867022
service_85,ridge,2018-08-20,Optimal,Optimal,0.06716179201612249,0.028306874999543652,315868.19994475704,729.0,729.0,0.0,1.0,1347.0,824.0,62543.472,10373.565,756.2942983417887,628.7986000000001,0.0,0.0,74302.1298983418,55.383933455823716,62.644566139039796
service_95,ridge,2018-05-28,Optimal,Optimal,0.06589420899399556,0.028547666006488726,241970.70710608314,793.0,793.0,0.0,1.0,847.0,872.0,40723.614,12122.41,846.0219148201903,650.2664,0.0,0.0,54342.312314820185,63.00832882252988,68.39105684799021
service_95,ridge,2018-06-04,Optimal,Optimal,0.06585558402002789,0.030141625000396743,233550.33556634063,1082.0,1061.0,21.0,0.9805914972273567,716.0,658.0,33654.15,16228.779999999999,1116.4650893504688,508.677,1901.2350000000004,0.0,53409.30708935047,82.74967971825625,90.89353032088377
service_95,ridge,2018-06-11,Optimal,Optimal,0.0642220419831574,0.029349666991038248,312909.53413333144,1127.0,1010.0,117.0,0.8961845607808341,1204.0,364.0,56443.332,15228.9,1045.6951974765984,277.6157,13570.245,9901.15040625,96466.9383037266,75.96492175929379,87.59516468044961
service_95,ridge,2018-06-18,Optimal,Optimal,0.06643391700345092,0.0346925409976393,269274.0948928202,1115.0,1107.0,8.0,0.9928251121076234,1223.0,461.0,57890.598,16523.774999999998,1164.002322974411,348.995,927.88,0.0,76855.25032297442,85.74167816453753,95.61377953162216
service_95,ridge,2018-06-25,Optimal,Optimal,0.06780470800003968,0.029751666996162385,242417.89505188496,1096.0,1096.0,0.0,1.0,966.0,588.0,44635.926,16613.1,1167.8521838158217,465.15430000000003,0.0,0.0,62882.03248381582,85.9773908477405,96.00661140677956
service_95,ridge,2018-07-02,Optimal,Optimal,0.07064466699375771,0.028968540980713442,238007.7220822599,922.0,922.0,0.0,1.0,940.0,632.0,42671.508,13830.005,972.6350512114336,491.73150000000004,0.0,0.0,57965.87955121144,71.41250608133144,80.26700051215637
service_95,ridge,2018-07-09,Optimal,Optimal,0.06724879101966508,0.02817391700227745,222002.31361785816,695.0,695.0,0.0,1.0,737.0,877.0,34447.476,11223.79,746.2953280957618,629.9277,0.0,0.0,47047.48902809576,57.05457925002887,57.97173881910615
service_95,ridge,2018-07-16,Optimal,Optimal,0.06705608300399035,0.03619091599830426,213798.82525763288,1202.0,1152.0,50.0,0.9584026622296173,513.0,462.0,26855.172000000002,17634.92,1233.6528600174267,319.6113,8746.5,0.0,54789.85616001743,91.20842812374022,100.79708700550098
service_95,ridge,2018-07-23,Optimal,Optimal,0.06451166700571775,0.028934917005244642,345952.4021159933,1207.0,962.0,245.0,0.7970173985086992,1310.0,13.0,61255.656,14378.525,991.9232609927328,14.697000000000001,25281.25,30144.22790625,132066.27916724273,71.76034480592698,83.5681005090634
service_95,ridge,2018-07-30,Optimal,Optimal,0.09906100001535378,0.029798916017170995,277061.0870570533,1482.0,1294.0,188.0,0.873144399460189,1291.0,29.0,59043.672,19015.945,1340.5986742441078,18.571,18370.3925,18594.246187500004,116383.4253617441,98.35872141926646,110.74578057799516
service_95,ridge,2018-08-06,Optimal,Optimal,0.06783341598929837,0.030064333986956626,336093.07897523313,1451.0,1271.0,180.0,0.875947622329428,1396.0,49.0,64877.538,18502.1,1316.3792113786737,31.250999999999998,18672.1875,17541.27965625,120940.73536762867,95.37501510324252,110.67581811054671
service_95,ridge,2018-08-13,Optimal,Optimal,0.06777616598992608,0.034887832996901125,310409.7868144473,1366.0,1320.0,46.0,0.9663250366032211,1428.0,125.0,65444.01,19628.375,1387.2567157749418,97.6572,4856.135,0.0,91413.43391577493,101.56596097269882,114.94580559867022
service_95,ridge,2018-08-20,Optimal,Optimal,0.0672881249920465,0.028748166980221868,316267.6204067403,729.0,729.0,0.0,1.0,1347.0,824.0,62543.472,10373.565,756.2942983417887,628.7986000000001,0.0,0.0,74302.1298983418,55.383933455823716,62.644566139039796
capacity_80,ridge,2018-05-28,Optimal,Optimal,0.0651775419828482,0.02896304102614522,241970.7071060831,793.0,793.0,0.0,1.0,847.0,872.0,40723.614,12122.41,846.0219148201903,650.2664,0.0,0.0,54342.312314820185,63.00832882252988,68.39105684799021
capacity_80,ridge,2018-06-04,Optimal,Optimal,0.08313700000871904,0.029781082994304597,233553.76692507495,1082.0,1061.0,21.0,0.9805914972273567,716.0,658.0,33654.15,16228.0,1116.8837584325533,508.677,1901.2350000000001,0.0,53408.94575843256,82.80201335351683,90.89353032088377
capacity_80,ridge,2018-06-11,Optimal,Optimal,0.06712950000655837,0.03824091699789278,301924.69231212063,1127.0,1010.0,117.0,0.8961845607808341,1204.0,364.0,56443.332,15448.789999999999,1049.9865813342417,277.6157,13570.245,701.9776875000001,87491.94696883424,76.50134474149918,87.59516468044961
capacity_80,ridge,2018-06-18,Optimal,Optimal,0.06736345798708498,0.02837258399813436,269150.28925660864,1115.0,1107.0,8.0,0.9928251121076234,1223.0,461.0,57890.598,16491.465,1163.0539894502967,348.995,927.88,0.0,76821.99198945031,85.62313647402323,95.61377953162214
capacity_80,ridge,2018-06-25,Optimal,Optimal,0.06515358301112428,0.02894887499860488,242359.18416768915,1096.0,1096.0,0.0,1.0,966.0,588.0,44635.926,16613.1,1167.8521838158217,465.15430000000003,0.0,0.0,62882.03248381582,85.9773908477405,96.00661140677956
capacity_80,ridge,2018-07-02,Optimal,Optimal,0.13203895901096985,0.029634458012878895,238007.72208225986,922.0,922.0,0.0,1.0,940.0,632.0,42671.508,13830.005,972.6350512114336,491.73150000000004,0.0,0.0,57965.87955121144,71.41250608133144,80.26700051215637
capacity_80,ridge,2018-07-09,Optimal,Optimal,0.06506149997585453,0.029651916003786027,222002.3136178581,695.0,695.0,0.0,1.0,737.0,877.0,34447.476,11223.79,746.2953280957618,629.9277,0.0,0.0,47047.48902809576,57.05457925002887,57.97173881910615
capacity_80,ridge,2018-07-16,Optimal,Optimal,0.07069604200660251,0.03565962502034381,213662.5980770634,1202.0,1152.0,50.0,0.9584026622296173,513.0,462.0,26855.172000000002,17554.425,1231.2311333584648,319.6113,8746.5,0.0,54706.939433358464,90.90571229136998,100.79708700550098
capacity_80,ridge,2018-07-23,Optimal,Optimal,0.06435633299406618,0.030265416979091242,335128.8856784933,1207.0,962.0,245.0,0.7970173985086992,1310.0,13.0,61255.656,14424.664999999999,987.404398998417,14.697000000000001,25281.25,20324.702812500003,122288.37521149842,71.1954870566375,83.5681005090634
capacity_80,ridge,2018-07-30,Optimal,Optimal,0.06741683397558518,0.036820749985054135,272800.9672230619,1482.0,1294.0,188.0,0.873144399460189,1291.0,29.0,59043.672,19322.605,1354.1945738598347,18.571,18370.3925,6497.374875,104606.80994885982,100.05820887123234,110.74578057799518
capacity_80,ridge,2018-08-06,Optimal,Optimal,0.06729116701171733,0.02985220798291266,324052.58509117825,1451.0,1271.0,180.0,0.875947622329428,1396.0,49.0,64877.538,18871.8,1329.227681347602,31.250999999999998,18672.1875,5730.0969375,109512.1011188476,96.98107384935857,110.6758181105467
capacity_80,ridge,2018-08-13,Optimal,Optimal,0.06843974997173063,0.037144583999179304,307334.32724733534,1366.0,1320.0,46.0,0.9663250366032211,1428.0,125.0,65444.01,19536.579999999998,1384.071968240383,97.6572,4856.135,0.0,91318.45416824038,101.16786753087896,114.94580559867023
capacity_80,ridge,2018-08-20,Optimal,Optimal,0.06769512497703545,0.028015834017423913,315934.7751223538,729.0,729.0,0.0,1.0,1347.0,824.0,62543.472,10373.565,756.2942983417887,628.7986000000001,0.0,0.0,74302.1298983418,55.383933455823716,62.644566139039796
capacity_120,ridge,2018-05-28,Optimal,Optimal,0.06550754199270159,0.028621707984711975,241970.7071060831,793.0,793.0,0.0,1.0,847.0,872.0,40723.614,12122.41,846.0219148201903,650.2664,0.0,0.0,54342.312314820185,63.00832882252988,68.39105684799021
capacity_120,ridge,2018-06-04,Optimal,Optimal,0.0877657080127392,0.02959879199624993,233550.33556634063,1082.0,1061.0,21.0,0.9805914972273567,716.0,658.0,33654.15,16228.0,1116.8837584325533,508.677,1901.2350000000001,0.0,53408.94575843256,82.80201335351683,90.89353032088377
capacity_120,ridge,2018-06-11,Optimal,Optimal,0.0703749580134172,0.04269274999387562,301924.6923121207,1127.0,1010.0,117.0,0.8961845607808341,1204.0,364.0,56443.332,15448.789999999999,1049.9865813342417,277.6157,13570.245,701.9776875000001,87491.94696883424,76.50134474149918,87.59516468044961
capacity_120,ridge,2018-06-18,Optimal,Optimal,0.0669992920011282,0.028464040980907157,269150.28925660875,1115.0,1107.0,8.0,0.9928251121076234,1223.0,461.0,57890.598,16491.465,1163.0539894502967,348.995,927.88,0.0,76821.99198945031,85.62313647402323,95.61377953162214
capacity_120,ridge,2018-06-25,Optimal,Optimal,0.06704045800142922,0.028198791987961158,242359.18416768912,1096.0,1096.0,0.0,1.0,966.0,588.0,44635.926,16613.1,1167.8521838158217,465.15430000000003,0.0,0.0,62882.03248381582,85.9773908477405,96.00661140677956
capacity_120,ridge,2018-07-02,Optimal,Optimal,0.06348070901003666,0.028199708001920953,238007.7220822599,922.0,922.0,0.0,1.0,940.0,632.0,42671.508,13830.005,972.6350512114336,491.73150000000004,0.0,0.0,57965.87955121144,71.41250608133144,80.26700051215637
capacity_120,ridge,2018-07-09,Optimal,Optimal,0.06631625001318753,0.02854008402209729,222002.31361785816,695.0,695.0,0.0,1.0,737.0,877.0,34447.476,11223.79,746.2953280957618,629.9277,0.0,0.0,47047.48902809576,57.05457925002887,57.97173881910615
capacity_120,ridge,2018-07-16,Optimal,Optimal,0.0661617920268327,0.036547333002090454,213662.10291396937,1202.0,1152.0,50.0,0.9584026622296173,513.0,462.0,26855.172000000002,17554.425,1231.2311333584648,319.6113,8746.5,0.0,54706.939433358464,90.90571229136998,100.79708700550098
capacity_120,ridge,2018-07-23,Optimal,Optimal,0.06448737499886192,0.030904499988537282,335128.8856784933,1207.0,962.0,245.0,0.7970173985086992,1310.0,13.0,61255.656,14424.664999999999,987.404398998417,14.697000000000001,25281.25,20324.702812500003,122288.37521149842,71.1954870566375,83.5681005090634
capacity_120,ridge,2018-07-30,Optimal,Optimal,0.06573408300755545,0.03786358400247991,272800.9672230619,1482.0,1294.0,188.0,0.873144399460189,1291.0,29.0,59043.672,19322.605,1354.1945738598347,18.571,18370.3925,6497.374875,104606.80994885982,100.05820887123234,110.74578057799518
capacity_120,ridge,2018-08-06,Optimal,Optimal,0.06670491700060666,0.02903279199381359,324052.5850911782,1451.0,1271.0,180.0,0.875947622329428,1396.0,49.0,64877.538,18871.8,1329.227681347602,31.250999999999998,18672.1875,5730.0969375,109512.1011188476,96.98107384935857,110.6758181105467
capacity_120,ridge,2018-08-13,Optimal,Optimal,0.06679487501969561,0.03715845799888484,307334.32724733534,1366.0,1320.0,46.0,0.9663250366032211,1428.0,125.0,65444.01,19536.579999999998,1384.071968240383,97.6572,4856.135,0.0,91318.45416824038,101.16786753087896,114.94580559867023
capacity_120,ridge,2018-08-20,Optimal,Optimal,0.06743341698893346,0.027184541017049924,315934.7751223538,729.0,729.0,0.0,1.0,1347.0,824.0,62543.472,10373.565,756.2942983417887,628.7986000000001,0.0,0.0,74302.1298983418,55.383933455823716,62.644566139039796
risk_0,ridge,2018-05-28,Optimal,Optimal,0.0670501250133384,0.029001667018746957,236563.02270000003,793.0,793.0,0.0,1.0,847.0,872.0,40723.614,12120.34,0.0,650.2664,0.0,0.0,53494.220400000006,63.23628382598465,69.19070698856724
risk_0,ridge,2018-06-04,Optimal,Optimal,0.06433537500561215,0.032192250015214086,228254.56749999995,1082.0,1061.0,21.0,0.9805914972273567,713.0,658.0,33546.33,16223.35,0.0,508.677,1901.2350000000001,0.0,52179.592000000004,83.33427207575147,91.33828348998266
risk_0,ridge,2018-06-11,Optimal,Optimal,0.08844662498449907,0.03611237500444986,296339.74398749956,1127.0,1010.0,117.0,0.8961845607808341,1207.0,361.0,56551.152,15440.58,0.0,275.8187,13570.245,701.9776875000001,86539.7733875,77.16731406293806,88.1072975858898
risk_0,ridge,2018-06-18,Optimal,Optimal,0.06559420799021609,0.028971082996577024,263453.4052749999,1115.0,1107.0,8.0,0.9928251121076234,1224.0,461.0,57938.538,16484.195,0.0,348.995,927.88,0.0,75699.60800000001,86.36242088402012,97.16301253937118
risk_0,ridge,2018-06-25,Optimal,Optimal,0.08637441700557247,0.028325874998699874,236894.61619999984,1096.0,1096.0,0.0,1.0,963.0,589.0,44516.106,16605.315,0.0,465.9533,0.0,0.0,61587.374299999996,86.67796610088536,97.61091271493888
risk_0,ridge,2018-07-02,Optimal,Optimal,0.07010304101277143,0.029021583002759144,232932.2982999997,922.0,922.0,0.0,1.0,940.0,630.0,42671.508,13832.505,0.0,490.5335,0.0,0.0,56994.5465,71.31747503557422,81.02178362009064
risk_0,ridge,2018-07-09,Optimal,Optimal,0.08562654198613018,0.02903725000214763,217077.84489999985,695.0,695.0,0.0,1.0,740.0,875.0,34570.572,11217.11,0.0,628.7297,0.0,0.0,46416.411700000004,57.62080588004124,59.243740777144865
risk_0,ridge,2018-07-16,Optimal,Optimal,0.0679377090127673,0.03815779200522229,208861.25092499985,1202.0,1152.0,50.0,0.9584026622296173,515.0,463.0,26924.88,17547.355,0.0,320.4649,8746.5,0.0,53539.1999,91.3365632099157,102.55909437927633
risk_0,ridge,2018-07-23,Optimal,Optimal,0.08876354197855107,0.02994679202674888,329063.5013749999,1207.0,966.0,241.0,0.8003314001657,1310.0,12.0,61255.656,14498.369999999999,0.0,14.098,24890.01,19671.700312500005,120329.8343125,73.24727179366703,84.97839579299884
risk_0,ridge,2018-07-30,Optimal,Optimal,0.06628795899450779,0.03565224999329075,267322.9792499998,1482.0,1294.0,188.0,0.873144399460189,1291.0,28.0,59043.672,19330.225,0.0,17.972,18370.3925,6497.374875,103259.636375,100.66617498265998,112.23076306827404
risk_0,ridge,2018-08-06,Optimal,Optimal,0.06689679200644605,0.038900624989764765,318225.7426874999,1451.0,1271.0,180.0,0.875947622329428,1397.0,48.0,64913.478,18873.725,0.0,30.652,18672.1875,5697.4468125,108187.48931250001,97.35682591780777,112.09056991103397
risk_0,ridge,2018-08-13,Optimal,Optimal,0.06841341601102613,0.037893000000622123,301075.7936874997,1366.0,1320.0,46.0,0.9663250366032211,1428.0,125.0,65444.01,19526.03,0.0,97.6572,4856.135,0.0,89923.83219999999,102.84768203343918,116.28094292719614
risk_0,ridge,2018-08-20,Optimal,Optimal,0.0913707499857992,0.028540332976263016,309444.8930625,729.0,729.0,0.0,1.0,1356.0,824.0,62974.332,10365.875,0.0,628.7986000000001,0.0,0.0,73969.0056,55.91745185490623,63.93060995739985
risk_2x,ridge,2018-05-28,Optimal,Optimal,0.06808295799419284,0.028301082988036796,247335.94318129818,793.0,793.0,0.0,1.0,844.0,872.0,40579.794,12133.135,1677.4260825391707,650.2664,0.0,0.0,55040.62148253917,62.48279748058861,67.77013228497529
risk_2x,ridge,2018-06-04,Optimal,Optimal,0.07168462499976158,0.028398666996508837,238947.01234907412,1082.0,1061.0,21.0,0.9805914972273567,716.0,655.0,33642.15,16248.14,2207.7070440348443,506.28000000000003,1901.2350000000004,0.0,54505.51204403485,81.79471666405226,89.89915774100082
risk_2x,ridge,2018-06-11,Optimal,Optimal,0.06758004199946299,0.042551791993901134,307677.05906142143,1127.0,1010.0,117.0,0.8961845607808341,1207.0,361.0,56599.152,15448.925,2093.813692084165,275.0187,13570.245,701.9776875000001,88689.13207958416,76.32885221548005,87.25520566364838
risk_2x,ridge,2018-06-18,Optimal,Optimal,0.0675197500095237,0.028956750000361353,274829.5983778932,1115.0,1107.0,8.0,0.9928251121076234,1230.0,461.0,58190.178,16503.204999999998,2305.5457760592053,348.995,927.88,0.0,78275.80377605921,84.9638176999383,94.61246928601922
risk_2x,ridge,2018-06-25,Optimal,Optimal,0.06817445901106112,0.028951582993613556,247449.93924391535,1096.0,1096.0,0.0,1.0,963.0,595.0,44480.106,16625.895,2316.2939844324583,470.14730000000003,0.0,0.0,63892.44228443246,85.06814269174097,95.5203701364603
risk_2x,ridge,2018-07-02,Optimal,Optimal,0.0666133750055451,0.028390791994752362,242991.73214160514,922.0,922.0,0.0,1.0,940.0,636.0,42671.508,13836.505,1936.4663656822916,494.1275,0.0,0.0,58938.60686568229,70.97560745183912,80.08566464528654
risk_2x,ridge,2018-07-09,Optimal,Optimal,0.06431099999463186,0.029031916987150908,226817.2001846338,695.0,695.0,0.0,1.0,731.0,881.0,34207.236000000004,11239.6,1470.0941301752212,632.3237,0.0,0.0,47549.25383017523,56.30443347196788,56.92231946237351
risk_2x,ridge,2018-07-16,Optimal,Optimal,0.106222083006287,0.035503124992828816,218464.27597854508,1202.0,1150.0,52.0,0.956738768718802,513.0,462.0,26873.22,17535.149999999998,2435.178387115229,319.6113,8979.720000000001,0.0,56142.87968711523,89.84613949040737,99.76401552687112
risk_2x,ridge,2018-07-23,Optimal,Optimal,0.06474008300574496,0.029619375010952353,340207.1942651579,1207.0,962.0,245.0,0.7970173985086992,1310.0,13.0,61255.656,14438.47,1956.722459017538,14.697000000000001,25243.65,20324.702812500003,123233.89827151754,70.7154251765291,82.52756561930725
risk_2x,ridge,2018-07-30,Optimal,Optimal,0.06897191700409167,0.03606591699644923,278311.94970469316,1482.0,1294.0,188.0,0.873144399460189,1291.0,29.0,59043.672,19331.515,2694.715865256022,18.571,18370.3925,6497.374875,105956.24124025601,99.30009772184285,110.59143017065367
risk_2x,ridge,2018-08-06,Optimal,Optimal,0.10039991600206122,0.02976416697492823,329868.5896508182,1451.0,1271.0,180.0,0.875947622329428,1396.0,49.0,64877.538,18888.27,2637.6072413310653,31.250999999999998,18672.1875,5730.0969375,110836.95067883105,96.32361386944648,109.64294194199213
risk_2x,ridge,2018-08-13,Optimal,Optimal,0.0678534590115305,0.03428970801178366,313551.9212075726,1366.0,1320.0,46.0,0.9663250366032211,1428.0,125.0,65444.01,19553.565,2744.8193461813116,97.6572,4856.135,0.0,92696.1865461813,100.20965996912885,114.14647866752503
risk_2x,ridge,2018-08-20,Optimal,Optimal,0.06796733301598579,0.027717749995645136,322462.47856209864,729.0,729.0,0.0,1.0,1350.0,824.0,62775.672,10401.805,1476.8535010877251,628.7986,0.0,0.0,75283.12910108772,54.41040147878408,60.62870774271799
