scenario,policy,origin_week,target_week,horizon,hub,category,region,quantity
base,ridge,2018-07-23,2018-07-30,2,RS,furniture_decor,North,3.0
base,ridge,2018-07-23,2018-07-30,2,RS,furniture_decor,South,2.0
base,ridge,2018-07-23,2018-08-06,3,RS,furniture_decor,North,3.0
base,ridge,2018-07-23,2018-08-06,3,RS,furniture_decor,South,2.0
base,ridge,2018-07-23,2018-08-13,4,RS,furniture_decor,North,3.0
base,ridge,2018-07-23,2018-08-13,4,RS,furniture_decor,South,2.0
base,ridge,2018-07-23,2018-07-23,1,RS,garden_tools,North,1.0
base,ridge,2018-07-23,2018-07-30,2,RS,garden_tools,North,1.0
base,ridge,2018-07-23,2018-08-06,3,RS,garden_tools,North,1.0
base,ridge,2018-07-23,2018-08-13,4,RS,garden_tools,North,1.0
base,ridge,2018-07-23,2018-07-23,1,RS,health_beauty,South,8.0
base,ridge,2018-07-23,2018-07-30,2,RS,health_beauty,South,8.0
base,ridge,2018-07-23,2018-08-06,3,RS,health_beauty,South,8.0
base,ridge,2018-07-23,2018-08-13,4,RS,health_beauty,South,8.0
base,ridge,2018-07-23,2018-07-23,1,RS,housewares,South,1.0
base,ridge,2018-07-23,2018-07-30,2,RS,housewares,South,9.0
base,ridge,2018-07-23,2018-08-06,3,RS,housewares,South,7.0
base,ridge,2018-07-23,2018-08-13,4,RS,housewares,South,6.0
base,ridge,2018-07-23,2018-07-23,1,RS,sports_leisure,South,3.0
base,ridge,2018-07-23,2018-07-23,1,RS,telephony,South,5.0
base,ridge,2018-07-23,2018-07-30,2,RS,telephony,South,5.0
base,ridge,2018-07-23,2018-08-06,3,RS,telephony,South,5.0
base,ridge,2018-07-23,2018-08-13,4,RS,telephony,South,5.0
base,ridge,2018-07-23,2018-07-30,2,RS,watches_gifts,South,1.0
base,ridge,2018-07-23,2018-07-23,1,SC,bed_bath_table,South,19.0
base,ridge,2018-07-23,2018-07-30,2,SC,bed_bath_table,South,13.0
base,ridge,2018-07-23,2018-08-06,3,SC,bed_bath_table,South,15.0
base,ridge,2018-07-23,2018-08-13,4,SC,bed_bath_table,South,13.0
base,ridge,2018-07-23,2018-07-23,1,SC,computers_accessories,South,9.0
base,ridge,2018-07-23,2018-07-30,2,SC,computers_accessories,South,9.0
base,ridge,2018-07-23,2018-08-06,3,SC,computers_accessories,South,9.0
base,ridge,2018-07-23,2018-08-13,4,SC,computers_accessories,South,9.0
base,ridge,2018-07-23,2018-07-30,2,SC,furniture_decor,South,6.0
base,ridge,2018-07-23,2018-08-06,3,SC,furniture_decor,South,6.0
base,ridge,2018-07-23,2018-08-13,4,SC,furniture_decor,South,6.0
base,ridge,2018-07-23,2018-07-23,1,SC,garden_tools,Central-West,3.0
base,ridge,2018-07-23,2018-07-23,1,SC,garden_tools,South,4.0
base,ridge,2018-07-23,2018-07-30,2,SC,garden_tools,Central-West,2.0
base,ridge,2018-07-23,2018-07-30,2,SC,garden_tools,South,5.0
base,ridge,2018-07-23,2018-08-06,3,SC,garden_tools,Central-West,2.0
base,ridge,2018-07-23,2018-08-06,3,SC,garden_tools,South,6.0
base,ridge,2018-07-23,2018-08-13,4,SC,garden_tools,Central-West,2.0
base,ridge,2018-07-23,2018-08-13,4,SC,garden_tools,South,6.0
base,ridge,2018-07-23,2018-07-23,1,SC,sports_leisure,South,8.0
base,ridge,2018-07-23,2018-07-30,2,SC,sports_leisure,South,18.0
base,ridge,2018-07-23,2018-08-06,3,SC,sports_leisure,South,18.0
base,ridge,2018-07-23,2018-08-13,4,SC,sports_leisure,South,18.0
base,ridge,2018-07-23,2018-07-23,1,SC,telephony,South,1.0
base,ridge,2018-07-23,2018-07-23,1,SC,watches_gifts,South,7.0
base,ridge,2018-07-23,2018-07-30,2,SC,watches_gifts,South,9.0
base,ridge,2018-07-23,2018-08-06,3,SC,watches_gifts,South,9.0
base,ridge,2018-07-23,2018-08-13,4,SC,watches_gifts,South,9.0
base,ridge,2018-07-23,2018-07-23,1,SP,auto,Southeast,37.0
base,ridge,2018-07-23,2018-07-30,2,SP,auto,Northeast,11.0
base,ridge,2018-07-23,2018-07-30,2,SP,auto,South,6.0
base,ridge,2018-07-23,2018-07-30,2,SP,auto,Southeast,59.0
base,ridge,2018-07-23,2018-08-06,3,SP,auto,Northeast,9.0
base,ridge,2018-07-23,2018-08-06,3,SP,auto,South,5.0
base,ridge,2018-07-23,2018-08-06,3,SP,auto,Southeast,60.0
base,ridge,2018-07-23,2018-08-13,4,SP,auto,Northeast,10.0
base,ridge,2018-07-23,2018-08-13,4,SP,auto,South,4.0
base,ridge,2018-07-23,2018-08-13,4,SP,auto,Southeast,57.0
base,ridge,2018-07-23,2018-07-23,1,SP,bed_bath_table,Southeast,91.0
base,ridge,2018-07-23,2018-07-30,2,SP,bed_bath_table,Central-West,11.0
base,ridge,2018-07-23,2018-07-30,2,SP,bed_bath_table,Southeast,151.0
base,ridge,2018-07-23,2018-08-06,3,SP,bed_bath_table,Central-West,12.0
base,ridge,2018-07-23,2018-08-06,3,SP,bed_bath_table,Northeast,1.0
base,ridge,2018-07-23,2018-08-06,3,SP,bed_bath_table,Southeast,144.0
base,ridge,2018-07-23,2018-08-13,4,SP,bed_bath_table,Central-West,12.0
base,ridge,2018-07-23,2018-08-13,4,SP,bed_bath_table,Northeast,2.0
base,ridge,2018-07-23,2018-08-13,4,SP,bed_bath_table,Southeast,128.0
base,ridge,2018-07-23,2018-07-23,1,SP,computers_accessories,Southeast,60.0
base,ridge,2018-07-23,2018-07-30,2,SP,computers_accessories,Central-West,8.0
base,ridge,2018-07-23,2018-07-30,2,SP,computers_accessories,North,4.0
base,ridge,2018-07-23,2018-07-30,2,SP,computers_accessories,Southeast,77.0
base,ridge,2018-07-23,2018-08-06,3,SP,computers_accessories,Central-West,8.0
base,ridge,2018-07-23,2018-08-06,3,SP,computers_accessories,North,3.0
base,ridge,2018-07-23,2018-08-06,3,SP,computers_accessories,Southeast,79.0
base,ridge,2018-07-23,2018-08-13,4,SP,computers_accessories,Central-West,7.0
base,ridge,2018-07-23,2018-08-13,4,SP,computers_accessories,North,3.0
base,ridge,2018-07-23,2018-08-13,4,SP,computers_accessories,Southeast,76.0
base,ridge,2018-07-23,2018-07-23,1,SP,furniture_decor,Southeast,48.0
base,ridge,2018-07-23,2018-07-30,2,SP,furniture_decor,Southeast,81.0
base,ridge,2018-07-23,2018-08-06,3,SP,furniture_decor,Southeast,81.0
base,ridge,2018-07-23,2018-08-13,4,SP,furniture_decor,Southeast,79.0
base,ridge,2018-07-23,2018-07-23,1,SP,garden_tools,Northeast,3.0
base,ridge,2018-07-23,2018-07-23,1,SP,garden_tools,Southeast,26.0
base,ridge,2018-07-23,2018-07-30,2,SP,garden_tools,Northeast,1.0
base,ridge,2018-07-23,2018-07-30,2,SP,garden_tools,Southeast,45.0
base,ridge,2018-07-23,2018-08-06,3,SP,garden_tools,Northeast,1.0
base,ridge,2018-07-23,2018-08-06,3,SP,garden_tools,Southeast,47.0
base,ridge,2018-07-23,2018-08-13,4,SP,garden_tools,Northeast,1.0
base,ridge,2018-07-23,2018-08-13,4,SP,garden_tools,South,2.0
base,ridge,2018-07-23,2018-08-13,4,SP,garden_tools,Southeast,48.0
base,ridge,2018-07-23,2018-07-23,1,SP,health_beauty,Southeast,123.0
base,ridge,2018-07-23,2018-07-30,2,SP,health_beauty,Central-West,15.0
base,ridge,2018-07-23,2018-07-30,2,SP,health_beauty,North,7.0
base,ridge,2018-07-23,2018-07-30,2,SP,health_beauty,Northeast,13.0
base,ridge,2018-07-23,2018-07-30,2,SP,health_beauty,Southeast,157.0
base,ridge,2018-07-23,2018-08-06,3,SP,health_beauty,Central-West,14.0
base,ridge,2018-07-23,2018-08-06,3,SP,health_beauty,North,8.0
base,ridge,2018-07-23,2018-08-06,3,SP,health_beauty,Northeast,11.0
base,ridge,2018-07-23,2018-08-06,3,SP,health_beauty,Southeast,153.0
base,ridge,2018-07-23,2018-08-13,4,SP,health_beauty,Central-West,14.0
base,ridge,2018-07-23,2018-08-13,4,SP,health_beauty,North,9.0
base,ridge,2018-07-23,2018-08-13,4,SP,health_beauty,Northeast,12.0
base,ridge,2018-07-23,2018-08-13,4,SP,health_beauty,Southeast,142.0
base,ridge,2018-07-23,2018-07-23,1,SP,housewares,South,6.0
base,ridge,2018-07-23,2018-07-23,1,SP,housewares,Southeast,97.0
base,ridge,2018-07-23,2018-07-30,2,SP,housewares,Central-West,11.0
base,ridge,2018-07-23,2018-07-30,2,SP,housewares,North,3.0
base,ridge,2018-07-23,2018-07-30,2,SP,housewares,Northeast,2.0
base,ridge,2018-07-23,2018-07-30,2,SP,housewares,Southeast,96.0
base,ridge,2018-07-23,2018-08-06,3,SP,housewares,Central-West,11.0
base,ridge,2018-07-23,2018-08-06,3,SP,housewares,North,3.0
base,ridge,2018-07-23,2018-08-06,3,SP,housewares,Northeast,3.0
base,ridge,2018-07-23,2018-08-06,3,SP,housewares,Southeast,96.0
base,ridge,2018-07-23,2018-08-13,4,SP,housewares,Central-West,11.0
base,ridge,2018-07-23,2018-08-13,4,SP,housewares,North,3.0
base,ridge,2018-07-23,2018-08-13,4,SP,housewares,Northeast,4.0
base,ridge,2018-07-23,2018-08-13,4,SP,housewares,Southeast,91.0
base,ridge,2018-07-23,2018-07-23,1,SP,sports_leisure,Southeast,63.0
base,ridge,2018-07-23,2018-07-30,2,SP,sports_leisure,Southeast,78.0
base,ridge,2018-07-23,2018-08-06,3,SP,sports_leisure,Southeast,81.0
base,ridge,2018-07-23,2018-08-13,4,SP,sports_leisure,Southeast,79.0
base,ridge,2018-07-23,2018-07-23,1,SP,telephony,Southeast,31.0
base,ridge,2018-07-23,2018-07-30,2,SP,telephony,Central-West,9.0
base,ridge,2018-07-23,2018-07-30,2,SP,telephony,South,5.0
base,ridge,2018-07-23,2018-07-30,2,SP,telephony,Southeast,46.0
base,ridge,2018-07-23,2018-08-06,3,SP,telephony,Central-West,9.0
base,ridge,2018-07-23,2018-08-06,3,SP,telephony,South,5.0
base,ridge,2018-07-23,2018-08-06,3,SP,telephony,Southeast,44.0
base,ridge,2018-07-23,2018-08-13,4,SP,telephony,Central-West,7.0
base,ridge,2018-07-23,2018-08-13,4,SP,telephony,South,5.0
base,ridge,2018-07-23,2018-08-13,4,SP,telephony,Southeast,42.0
base,ridge,2018-07-23,2018-07-23,1,SP,watches_gifts,Central-West,9.0
base,ridge,2018-07-23,2018-07-23,1,SP,watches_gifts,Northeast,2.0
base,ridge,2018-07-23,2018-07-23,1,SP,watches_gifts,South,4.0
base,ridge,2018-07-23,2018-07-23,1,SP,watches_gifts,Southeast,96.0
base,ridge,2018-07-23,2018-07-30,2,SP,watches_gifts,Central-West,9.0
base,ridge,2018-07-23,2018-07-30,2,SP,watches_gifts,North,4.0
base,ridge,2018-07-23,2018-07-30,2,SP,watches_gifts,Northeast,19.0
base,ridge,2018-07-23,2018-07-30,2,SP,watches_gifts,Southeast,93.0
base,ridge,2018-07-23,2018-08-06,3,SP,watches_gifts,Central-West,9.0
base,ridge,2018-07-23,2018-08-06,3,SP,watches_gifts,North,3.0
base,ridge,2018-07-23,2018-08-06,3,SP,watches_gifts,Northeast,18.0
base,ridge,2018-07-23,2018-08-06,3,SP,watches_gifts,Southeast,88.0
base,ridge,2018-07-23,2018-08-13,4,SP,watches_gifts,Central-West,9.0
base,ridge,2018-07-23,2018-08-13,4,SP,watches_gifts,North,4.0
base,ridge,2018-07-23,2018-08-13,4,SP,watches_gifts,Northeast,18.0
base,ridge,2018-07-23,2018-08-13,4,SP,watches_gifts,Southeast,84.0
base,ridge,2018-07-30,2018-07-30,1,MG,bed_bath_table,Northeast,13.0
base,ridge,2018-07-30,2018-08-06,2,MG,bed_bath_table,Northeast,14.0
base,ridge,2018-07-30,2018-08-13,3,MG,bed_bath_table,Northeast,15.0
base,ridge,2018-07-30,2018-08-20,4,MG,bed_bath_table,Northeast,14.0
base,ridge,2018-07-30,2018-07-30,1,MG,computers_accessories,North,1.0
base,ridge,2018-07-30,2018-07-30,1,MG,computers_accessories,Northeast,11.0
base,ridge,2018-07-30,2018-08-06,2,MG,computers_accessories,Northeast,12.0
base,ridge,2018-07-30,2018-08-13,3,MG,computers_accessories,Northeast,12.0
base,ridge,2018-07-30,2018-08-20,4,MG,computers_accessories,Northeast,12.0
base,ridge,2018-07-30,2018-07-30,1,MG,furniture_decor,Central-West,6.0
base,ridge,2018-07-30,2018-07-30,1,MG,furniture_decor,Northeast,6.0
base,ridge,2018-07-30,2018-08-06,2,MG,furniture_decor,Central-West,6.0
base,ridge,2018-07-30,2018-08-06,2,MG,furniture_decor,Northeast,7.0
base,ridge,2018-07-30,2018-08-13,3,MG,furniture_decor,Central-West,6.0
base,ridge,2018-07-30,2018-08-13,3,MG,furniture_decor,Northeast,7.0
base,ridge,2018-07-30,2018-08-20,4,MG,furniture_decor,Central-West,7.0
base,ridge,2018-07-30,2018-08-20,4,MG,furniture_decor,Northeast,7.0
base,ridge,2018-07-30,2018-07-30,1,MG,garden_tools,Southeast,3.0
base,ridge,2018-07-30,2018-07-30,1,MG,health_beauty,Northeast,4.0
base,ridge,2018-07-30,2018-08-06,2,MG,health_beauty,Northeast,24.0
base,ridge,2018-07-30,2018-08-13,3,MG,health_beauty,Northeast,14.0
base,ridge,2018-07-30,2018-08-20,4,MG,health_beauty,Northeast,14.0
base,ridge,2018-07-30,2018-07-30,1,MG,sports_leisure,Central-West,3.0
base,ridge,2018-07-30,2018-07-30,1,MG,sports_leisure,Northeast,12.0
base,ridge,2018-07-30,2018-08-06,2,MG,sports_leisure,Northeast,12.0
base,ridge,2018-07-30,2018-08-13,3,MG,sports_leisure,Northeast,13.0
base,ridge,2018-07-30,2018-08-20,4,MG,sports_leisure,Northeast,14.0
base,ridge,2018-07-30,2018-07-30,1,MG,telephony,Northeast,5.0
base,ridge,2018-07-30,2018-08-06,2,MG,telephony,Northeast,5.0
base,ridge,2018-07-30,2018-08-13,3,MG,telephony,Northeast,5.0
base,ridge,2018-07-30,2018-08-20,4,MG,telephony,Northeast,5.0
base,ridge,2018-07-30,2018-07-30,1,PR,auto,South,8.0
base,ridge,2018-07-30,2018-08-06,2,PR,auto,South,8.0
base,ridge,2018-07-30,2018-08-13,3,PR,auto,South,8.0
base,ridge,2018-07-30,2018-08-20,4,PR,auto,South,8.0
base,ridge,2018-07-30,2018-07-30,1,PR,furniture_decor,South,15.0
base,ridge,2018-07-30,2018-08-06,2,PR,furniture_decor,South,20.0
base,ridge,2018-07-30,2018-08-13,3,PR,furniture_decor,South,17.0
base,ridge,2018-07-30,2018-08-20,4,PR,furniture_decor,South,16.0
base,ridge,2018-07-30,2018-07-30,1,PR,health_beauty,South,16.0
base,ridge,2018-07-30,2018-08-06,2,PR,health_beauty,South,14.0
base,ridge,2018-07-30,2018-08-13,3,PR,health_beauty,South,15.0
base,ridge,2018-07-30,2018-08-20,4,PR,health_beauty,South,15.0
base,ridge,2018-07-30,2018-07-30,1,PR,housewares,South,17.0
base,ridge,2018-07-30,2018-08-06,2,PR,housewares,South,17.0
base,ridge,2018-07-30,2018-08-13,3,PR,housewares,South,17.0
base,ridge,2018-07-30,2018-08-20,4,PR,housewares,South,17.0
base,ridge,2018-07-30,2018-08-06,2,PR,sports_leisure,South,3.0
base,ridge,2018-07-30,2018-08-13,3,PR,sports_leisure,South,2.0
base,ridge,2018-07-30,2018-08-20,4,PR,sports_leisure,South,2.0
base,ridge,2018-07-30,2018-07-30,1,PR,watches_gifts,South,8.0
base,ridge,2018-07-30,2018-08-06,2,PR,watches_gifts,South,8.0
base,ridge,2018-07-30,2018-08-13,3,PR,watches_gifts,South,8.0
base,ridge,2018-07-30,2018-08-20,4,PR,watches_gifts,South,8.0
base,ridge,2018-07-30,2018-07-30,1,RJ,auto,Central-West,6.0
base,ridge,2018-07-30,2018-08-06,2,RJ,auto,Central-West,6.0
base,ridge,2018-07-30,2018-08-13,3,RJ,auto,Central-West,5.0
base,ridge,2018-07-30,2018-08-13,3,RJ,auto,Northeast,1.0
base,ridge,2018-07-30,2018-08-20,4,RJ,auto,Central-West,5.0
base,ridge,2018-07-30,2018-08-20,4,RJ,auto,Northeast,1.0
base,ridge,2018-07-30,2018-07-30,1,RJ,bed_bath_table,South,10.0
base,ridge,2018-07-30,2018-08-06,2,RJ,bed_bath_table,South,10.0
base,ridge,2018-07-30,2018-08-13,3,RJ,bed_bath_table,South,10.0
base,ridge,2018-07-30,2018-08-20,4,RJ,bed_bath_table,South,10.0
base,ridge,2018-07-30,2018-07-30,1,RJ,furniture_decor,Northeast,5.0
base,ridge,2018-07-30,2018-08-06,2,RJ,furniture_decor,Northeast,5.0
base,ridge,2018-07-30,2018-08-13,3,RJ,furniture_decor,Northeast,5.0
base,ridge,2018-07-30,2018-08-20,4,RJ,furniture_decor,Northeast,5.0
base,ridge,2018-07-30,2018-07-30,1,RJ,garden_tools,Northeast,4.0
base,ridge,2018-07-30,2018-08-06,2,RJ,garden_tools,Northeast,4.0
base,ridge,2018-07-30,2018-08-13,3,RJ,garden_tools,Northeast,4.0
base,ridge,2018-07-30,2018-08-20,4,RJ,garden_tools,Northeast,4.0
base,ridge,2018-07-30,2018-07-30,1,RJ,housewares,Northeast,8.0
base,ridge,2018-07-30,2018-08-06,2,RJ,housewares,Northeast,8.0
base,ridge,2018-07-30,2018-08-13,3,RJ,housewares,Northeast,8.0
base,ridge,2018-07-30,2018-08-20,4,RJ,housewares,Northeast,8.0
base,ridge,2018-07-30,2018-07-30,1,RJ,sports_leisure,Central-West,8.0
base,ridge,2018-07-30,2018-07-30,1,RJ,sports_leisure,North,3.0
base,ridge,2018-07-30,2018-07-30,1,RJ,sports_leisure,Southeast,1.0
base,ridge,2018-07-30,2018-08-06,2,RJ,sports_leisure,Central-West,11.0
base,ridge,2018-07-30,2018-08-06,2,RJ,sports_leisure,North,5.0
base,ridge,2018-07-30,2018-08-13,3,RJ,sports_leisure,Central-West,11.0
base,ridge,2018-07-30,2018-08-13,3,RJ,sports_leisure,North,5.0
base,ridge,2018-07-30,2018-08-20,4,RJ,sports_leisure,Central-West,10.0
base,ridge,2018-07-30,2018-08-20,4,RJ,sports_leisure,North,5.0
base,ridge,2018-07-30,2018-07-30,1,RJ,telephony,North,1.0
base,ridge,2018-07-30,2018-07-30,1,RJ,telephony,Northeast,1.0
base,ridge,2018-07-30,2018-08-06,2,RJ,telephony,North,1.0
base,ridge,2018-07-30,2018-08-06,2,RJ,telephony,Northeast,5.0
base,ridge,2018-07-30,2018-08-13,3,RJ,telephony,North,1.0
base,ridge,2018-07-30,2018-08-13,3,RJ,telephony,Northeast,5.0
base,ridge,2018-07-30,2018-08-20,4,RJ,telephony,North,1.0
base,ridge,2018-07-30,2018-08-20,4,RJ,telephony,Northeast,4.0
base,ridge,2018-07-30,2018-07-30,1,RS,auto,North,3.0
base,ridge,2018-07-30,2018-08-06,2,RS,auto,North,2.0
base,ridge,2018-07-30,2018-08-06,2,RS,auto,South,1.0
base,ridge,2018-07-30,2018-08-13,3,RS,auto,North,2.0
base,ridge,2018-07-30,2018-08-13,3,RS,auto,South,1.0
base,ridge,2018-07-30,2018-08-20,4,RS,auto,North,2.0
base,ridge,2018-07-30,2018-08-20,4,RS,auto,South,1.0
base,ridge,2018-07-30,2018-07-30,1,RS,bed_bath_table,North,4.0
base,ridge,2018-07-30,2018-08-06,2,RS,bed_bath_table,North,5.0
base,ridge,2018-07-30,2018-08-06,2,RS,bed_bath_table,South,3.0
base,ridge,2018-07-30,2018-08-13,3,RS,bed_bath_table,North,6.0
base,ridge,2018-07-30,2018-08-20,4,RS,bed_bath_table,North,6.0
base,ridge,2018-07-30,2018-07-30,1,RS,computers_accessories,South,10.0
base,ridge,2018-07-30,2018-08-06,2,RS,computers_accessories,South,10.0
base,ridge,2018-07-30,2018-08-13,3,RS,computers_accessories,South,10.0
base,ridge,2018-07-30,2018-08-20,4,RS,computers_accessories,South,10.0
base,ridge,2018-07-30,2018-07-30,1,RS,furniture_decor,North,5.0
base,ridge,2018-07-30,2018-08-06,2,RS,furniture_decor,North,5.0
base,ridge,2018-07-30,2018-08-13,3,RS,furniture_decor,North,5.0
base,ridge,2018-07-30,2018-08-20,4,RS,furniture_decor,North,5.0
base,ridge,2018-07-30,2018-07-30,1,RS,garden_tools,North,1.0
base,ridge,2018-07-30,2018-08-06,2,RS,garden_tools,North,1.0
base,ridge,2018-07-30,2018-08-13,3,RS,garden_tools,North,1.0
base,ridge,2018-07-30,2018-08-20,4,RS,garden_tools,North,1.0
base,ridge,2018-07-30,2018-07-30,1,RS,health_beauty,South,7.0
base,ridge,2018-07-30,2018-08-06,2,RS,health_beauty,South,9.0
base,ridge,2018-07-30,2018-08-13,3,RS,health_beauty,South,8.0
base,ridge,2018-07-30,2018-08-20,4,RS,health_beauty,South,8.0
base,ridge,2018-07-30,2018-07-30,1,RS,housewares,South,9.0
base,ridge,2018-07-30,2018-08-06,2,RS,housewares,South,8.0
base,ridge,2018-07-30,2018-08-13,3,RS,housewares,South,7.0
base,ridge,2018-07-30,2018-08-20,4,RS,housewares,South,7.0
base,ridge,2018-07-30,2018-07-30,1,RS,telephony,South,5.0
base,ridge,2018-07-30,2018-08-06,2,RS,telephony,South,5.0
base,ridge,2018-07-30,2018-08-13,3,RS,telephony,South,5.0
base,ridge,2018-07-30,2018-08-20,4,RS,telephony,South,5.0
base,ridge,2018-07-30,2018-08-06,2,RS,watches_gifts,South,1.0
base,ridge,2018-07-30,2018-07-30,1,SC,bed_bath_table,South,13.0
base,ridge,2018-07-30,2018-08-06,2,SC,bed_bath_table,South,11.0
base,ridge,2018-07-30,2018-08-13,3,SC,bed_bath_table,South,14.0
base,ridge,2018-07-30,2018-08-20,4,SC,bed_bath_table,South,14.0
base,ridge,2018-07-30,2018-07-30,1,SC,computers_accessories,South,8.0
base,ridge,2018-07-30,2018-07-30,1,SC,computers_accessories,Southeast,1.0
base,ridge,2018-07-30,2018-08-06,2,SC,computers_accessories,South,9.0
base,ridge,2018-07-30,2018-08-13,3,SC,computers_accessories,South,9.0
base,ridge,2018-07-30,2018-08-20,4,SC,computers_accessories,South,9.0
base,ridge,2018-07-30,2018-07-30,1,SC,furniture_decor,South,6.0
base,ridge,2018-07-30,2018-08-06,2,SC,furniture_decor,South,6.0
base,ridge,2018-07-30,2018-08-13,3,SC,furniture_decor,South,6.0
base,ridge,2018-07-30,2018-08-20,4,SC,furniture_decor,South,6.0
base,ridge,2018-07-30,2018-07-30,1,SC,garden_tools,Central-West,2.0
base,ridge,2018-07-30,2018-07-30,1,SC,garden_tools,South,5.0
base,ridge,2018-07-30,2018-08-06,2,SC,garden_tools,Central-West,2.0
base,ridge,2018-07-30,2018-08-06,2,SC,garden_tools,South,6.0
base,ridge,2018-07-30,2018-08-13,3,SC,garden_tools,Central-West,2.0
base,ridge,2018-07-30,2018-08-13,3,SC,garden_tools,South,6.0
base,ridge,2018-07-30,2018-08-20,4,SC,garden_tools,Central-West,2.0
base,ridge,2018-07-30,2018-08-20,4,SC,garden_tools,South,6.0
base,ridge,2018-07-30,2018-07-30,1,SC,sports_leisure,South,18.0
base,ridge,2018-07-30,2018-08-06,2,SC,sports_leisure,South,18.0
base,ridge,2018-07-30,2018-08-13,3,SC,sports_leisure,South,18.0
base,ridge,2018-07-30,2018-08-20,4,SC,sports_leisure,South,18.0
base,ridge,2018-07-30,2018-07-30,1,SC,watches_gifts,South,7.0
base,ridge,2018-07-30,2018-08-06,2,SC,watches_gifts,South,6.0
base,ridge,2018-07-30,2018-08-13,3,SC,watches_gifts,South,8.0
base,ridge,2018-07-30,2018-08-20,4,SC,watches_gifts,South,9.0
base,ridge,2018-07-30,2018-07-30,1,SP,auto,Central-West,1.0
base,ridge,2018-07-30,2018-07-30,1,SP,auto,Northeast,3.0
base,ridge,2018-07-30,2018-07-30,1,SP,auto,South,6.0
base,ridge,2018-07-30,2018-07-30,1,SP,auto,Southeast,66.0
base,ridge,2018-07-30,2018-08-06,2,SP,auto,Northeast,11.0
base,ridge,2018-07-30,2018-08-06,2,SP,auto,South,4.0
base,ridge,2018-07-30,2018-08-06,2,SP,auto,Southeast,64.0
base,ridge,2018-07-30,2018-08-13,3,SP,auto,Northeast,10.0
base,ridge,2018-07-30,2018-08-13,3,SP,auto,South,4.0
base,ridge,2018-07-30,2018-08-13,3,SP,auto,Southeast,60.0
base,ridge,2018-07-30,2018-08-20,4,SP,auto,Northeast,11.0
base,ridge,2018-07-30,2018-08-20,4,SP,auto,South,5.0
base,ridge,2018-07-30,2018-08-20,4,SP,auto,Southeast,59.0
base,ridge,2018-07-30,2018-07-30,1,SP,bed_bath_table,Central-West,11.0
base,ridge,2018-07-30,2018-07-30,1,SP,bed_bath_table,Southeast,142.0
base,ridge,2018-07-30,2018-08-06,2,SP,bed_bath_table,Central-West,12.0
base,ridge,2018-07-30,2018-08-06,2,SP,bed_bath_table,Southeast,137.0
base,ridge,2018-07-30,2018-08-13,3,SP,bed_bath_table,Central-West,12.0
base,ridge,2018-07-30,2018-08-13,3,SP,bed_bath_table,Northeast,1.0
base,ridge,2018-07-30,2018-08-13,3,SP,bed_bath_table,Southeast,125.0
base,ridge,2018-07-30,2018-08-20,4,SP,bed_bath_table,Central-West,13.0
base,ridge,2018-07-30,2018-08-20,4,SP,bed_bath_table,Northeast,2.0
base,ridge,2018-07-30,2018-08-20,4,SP,bed_bath_table,Southeast,121.0
base,ridge,2018-07-30,2018-07-30,1,SP,computers_accessories,Central-West,8.0
base,ridge,2018-07-30,2018-07-30,1,SP,computers_accessories,North,5.0
base,ridge,2018-07-30,2018-07-30,1,SP,computers_accessories,Southeast,76.0
base,ridge,2018-07-30,2018-08-06,2,SP,computers_accessories,Central-West,8.0
base,ridge,2018-07-30,2018-08-06,2,SP,computers_accessories,North,5.0
base,ridge,2018-07-30,2018-08-06,2,SP,computers_accessories,Southeast,83.0
base,ridge,2018-07-30,2018-08-13,3,SP,computers_accessories,Central-West,7.0
base,ridge,2018-07-30,2018-08-13,3,SP,computers_accessories,North,4.0
base,ridge,2018-07-30,2018-08-13,3,SP,computers_accessories,Southeast,79.0
base,ridge,2018-07-30,2018-08-20,4,SP,computers_accessories,Central-West,8.0
base,ridge,2018-07-30,2018-08-20,4,SP,computers_accessories,North,5.0
base,ridge,2018-07-30,2018-08-20,4,SP,computers_accessories,Southeast,76.0
base,ridge,2018-07-30,2018-07-30,1,SP,furniture_decor,Southeast,81.0
base,ridge,2018-07-30,2018-08-06,2,SP,furniture_decor,Southeast,87.0
base,ridge,2018-07-30,2018-08-13,3,SP,furniture_decor,Southeast,83.0
base,ridge,2018-07-30,2018-08-20,4,SP,furniture_decor,Southeast,80.0
base,ridge,2018-07-30,2018-07-30,1,SP,garden_tools,Southeast,42.0
base,ridge,2018-07-30,2018-08-06,2,SP,garden_tools,Northeast,2.0
base,ridge,2018-07-30,2018-08-06,2,SP,garden_tools,South,2.0
base,ridge,2018-07-30,2018-08-06,2,SP,garden_tools,Southeast,51.0
base,ridge,2018-07-30,2018-08-13,3,SP,garden_tools,Northeast,2.0
base,ridge,2018-07-30,2018-08-13,3,SP,garden_tools,South,2.0
base,ridge,2018-07-30,2018-08-13,3,SP,garden_tools,Southeast,51.0
base,ridge,2018-07-30,2018-08-20,4,SP,garden_tools,Northeast,2.0
base,ridge,2018-07-30,2018-08-20,4,SP,garden_tools,South,2.0
base,ridge,2018-07-30,2018-08-20,4,SP,garden_tools,Southeast,48.0
base,ridge,2018-07-30,2018-07-30,1,SP,health_beauty,Central-West,12.0
base,ridge,2018-07-30,2018-07-30,1,SP,health_beauty,North,8.0
base,ridge,2018-07-30,2018-07-30,1,SP,health_beauty,Northeast,21.0
