scenario,policy,origin_week,category,region,shortage_units
base,ridge,2018-06-25,telephony,North,0.0
base,ridge,2018-06-25,telephony,Northeast,0.0
base,ridge,2018-06-25,telephony,South,0.0
base,ridge,2018-06-25,telephony,Southeast,0.0
base,ridge,2018-06-25,watches_gifts,Central-West,0.0
base,ridge,2018-06-25,watches_gifts,North,0.0
base,ridge,2018-06-25,watches_gifts,Northeast,0.0
base,ridge,2018-06-25,watches_gifts,South,0.0
base,ridge,2018-06-25,watches_gifts,Southeast,0.0
base,ridge,2018-07-02,auto,Central-West,0.0
base,ridge,2018-07-02,auto,North,0.0
base,ridge,2018-07-02,auto,Northeast,0.0
base,ridge,2018-07-02,auto,South,0.0
base,ridge,2018-07-02,auto,Southeast,0.0
base,ridge,2018-07-02,bed_bath_table,Central-West,0.0
base,ridge,2018-07-02,bed_bath_table,North,0.0
base,ridge,2018-07-02,bed_bath_table,Northeast,0.0
base,ridge,2018-07-02,bed_bath_table,South,0.0
base,ridge,2018-07-02,bed_bath_table,Southeast,0.0
base,ridge,2018-07-02,computers_accessories,Central-West,0.0
base,ridge,2018-07-02,computers_accessories,North,0.0
base,ridge,2018-07-02,computers_accessories,Northeast,0.0
base,ridge,2018-07-02,computers_accessories,South,0.0
base,ridge,2018-07-02,computers_accessories,Southeast,0.0
base,ridge,2018-07-02,furniture_decor,Central-West,0.0
base,ridge,2018-07-02,furniture_decor,North,0.0
base,ridge,2018-07-02,furniture_decor,Northeast,0.0
base,ridge,2018-07-02,furniture_decor,South,0.0
base,ridge,2018-07-02,furniture_decor,Southeast,0.0
base,ridge,2018-07-02,garden_tools,Central-West,0.0
base,ridge,2018-07-02,garden_tools,North,0.0
base,ridge,2018-07-02,garden_tools,Northeast,0.0
base,ridge,2018-07-02,garden_tools,South,0.0
base,ridge,2018-07-02,garden_tools,Southeast,0.0
base,ridge,2018-07-02,health_beauty,Central-West,0.0
base,ridge,2018-07-02,health_beauty,North,0.0
base,ridge,2018-07-02,health_beauty,Northeast,0.0
base,ridge,2018-07-02,health_beauty,South,0.0
base,ridge,2018-07-02,health_beauty,Southeast,0.0
base,ridge,2018-07-02,housewares,Central-West,0.0
base,ridge,2018-07-02,housewares,North,0.0
base,ridge,2018-07-02,housewares,Northeast,0.0
base,ridge,2018-07-02,housewares,South,0.0
base,ridge,2018-07-02,housewares,Southeast,0.0
base,ridge,2018-07-02,sports_leisure,Central-West,0.0
base,ridge,2018-07-02,sports_leisure,North,0.0
base,ridge,2018-07-02,sports_leisure,Northeast,0.0
base,ridge,2018-07-02,sports_leisure,South,0.0
base,ridge,2018-07-02,sports_leisure,Southeast,0.0
base,ridge,2018-07-02,telephony,Central-West,0.0
base,ridge,2018-07-02,telephony,North,0.0
base,ridge,2018-07-02,telephony,Northeast,0.0
base,ridge,2018-07-02,telephony,South,0.0
base,ridge,2018-07-02,telephony,Southeast,0.0
base,ridge,2018-07-02,watches_gifts,Central-West,0.0
base,ridge,2018-07-02,watches_gifts,North,0.0
base,ridge,2018-07-02,watches_gifts,Northeast,0.0
base,ridge,2018-07-02,watches_gifts,South,0.0
base,ridge,2018-07-02,watches_gifts,Southeast,0.0
base,ridge,2018-07-09,auto,Central-West,0.0
base,ridge,2018-07-09,auto,North,0.0
base,ridge,2018-07-09,auto,Northeast,0.0
base,ridge,2018-07-09,auto,South,0.0
base,ridge,2018-07-09,auto,Southeast,0.0
base,ridge,2018-07-09,bed_bath_table,Central-West,0.0
base,ridge,2018-07-09,bed_bath_table,North,0.0
base,ridge,2018-07-09,bed_bath_table,Northeast,0.0
base,ridge,2018-07-09,bed_bath_table,South,0.0
base,ridge,2018-07-09,bed_bath_table,Southeast,0.0
base,ridge,2018-07-09,computers_accessories,Central-West,0.0
base,ridge,2018-07-09,computers_accessories,North,0.0
base,ridge,2018-07-09,computers_accessories,Northeast,0.0
base,ridge,2018-07-09,computers_accessories,South,0.0
base,ridge,2018-07-09,computers_accessories,Southeast,0.0
base,ridge,2018-07-09,furniture_decor,Central-West,0.0
base,ridge,2018-07-09,furniture_decor,North,0.0
base,ridge,2018-07-09,furniture_decor,Northeast,0.0
base,ridge,2018-07-09,furniture_decor,South,0.0
base,ridge,2018-07-09,furniture_decor,Southeast,0.0
base,ridge,2018-07-09,garden_tools,Central-West,0.0
base,ridge,2018-07-09,garden_tools,North,0.0
base,ridge,2018-07-09,garden_tools,Northeast,0.0
base,ridge,2018-07-09,garden_tools,South,0.0
base,ridge,2018-07-09,garden_tools,Southeast,0.0
base,ridge,2018-07-09,health_beauty,Central-West,0.0
base,ridge,2018-07-09,health_beauty,North,0.0
base,ridge,2018-07-09,health_beauty,Northeast,0.0
base,ridge,2018-07-09,health_beauty,South,0.0
base,ridge,2018-07-09,health_beauty,Southeast,0.0
base,ridge,2018-07-09,housewares,Central-West,0.0
base,ridge,2018-07-09,housewares,North,0.0
base,ridge,2018-07-09,housewares,Northeast,0.0
base,ridge,2018-07-09,housewares,South,0.0
base,ridge,2018-07-09,housewares,Southeast,0.0
base,ridge,2018-07-09,sports_leisure,Central-West,0.0
base,ridge,2018-07-09,sports_leisure,North,0.0
base,ridge,2018-07-09,sports_leisure,Northeast,0.0
base,ridge,2018-07-09,sports_leisure,South,0.0
base,ridge,2018-07-09,sports_leisure,Southeast,0.0
base,ridge,2018-07-09,telephony,Central-West,0.0
base,ridge,2018-07-09,telephony,North,0.0
base,ridge,2018-07-09,telephony,Northeast,0.0
base,ridge,2018-07-09,telephony,South,0.0
base,ridge,2018-07-09,telephony,Southeast,0.0
base,ridge,2018-07-09,watches_gifts,Central-West,0.0
base,ridge,2018-07-09,watches_gifts,North,0.0
base,ridge,2018-07-09,watches_gifts,Northeast,0.0
base,ridge,2018-07-09,watches_gifts,South,0.0
base,ridge,2018-07-09,watches_gifts,Southeast,0.0
base,ridge,2018-07-16,auto,Central-West,0.0
base,ridge,2018-07-16,auto,North,0.0
base,ridge,2018-07-16,auto,Northeast,2.0
base,ridge,2018-07-16,auto,South,0.0
base,ridge,2018-07-16,auto,Southeast,0.0
base,ridge,2018-07-16,bed_bath_table,Central-West,0.0
base,ridge,2018-07-16,bed_bath_table,North,0.0
base,ridge,2018-07-16,bed_bath_table,Northeast,0.0
base,ridge,2018-07-16,bed_bath_table,South,0.0
base,ridge,2018-07-16,bed_bath_table,Southeast,0.0
base,ridge,2018-07-16,computers_accessories,Central-West,0.0
base,ridge,2018-07-16,computers_accessories,North,0.0
base,ridge,2018-07-16,computers_accessories,Northeast,0.0
base,ridge,2018-07-16,computers_accessories,South,0.0
base,ridge,2018-07-16,computers_accessories,Southeast,0.0
base,ridge,2018-07-16,furniture_decor,Central-West,0.0
base,ridge,2018-07-16,furniture_decor,North,0.0
base,ridge,2018-07-16,furniture_decor,Northeast,0.0
base,ridge,2018-07-16,furniture_decor,South,0.0
base,ridge,2018-07-16,furniture_decor,Southeast,0.0
base,ridge,2018-07-16,garden_tools,Central-West,0.0
base,ridge,2018-07-16,garden_tools,North,0.0
base,ridge,2018-07-16,garden_tools,Northeast,0.0
base,ridge,2018-07-16,garden_tools,South,0.0
base,ridge,2018-07-16,garden_tools,Southeast,0.0
base,ridge,2018-07-16,health_beauty,Central-West,0.0
base,ridge,2018-07-16,health_beauty,North,0.0
base,ridge,2018-07-16,health_beauty,Northeast,0.0
base,ridge,2018-07-16,health_beauty,South,0.0
base,ridge,2018-07-16,health_beauty,Southeast,0.0
base,ridge,2018-07-16,housewares,Central-West,0.0
base,ridge,2018-07-16,housewares,North,0.0
base,ridge,2018-07-16,housewares,Northeast,0.0
base,ridge,2018-07-16,housewares,South,0.0
base,ridge,2018-07-16,housewares,Southeast,0.0
base,ridge,2018-07-16,sports_leisure,Central-West,0.0
base,ridge,2018-07-16,sports_leisure,North,0.0
base,ridge,2018-07-16,sports_leisure,Northeast,0.0
base,ridge,2018-07-16,sports_leisure,South,0.0
base,ridge,2018-07-16,sports_leisure,Southeast,0.0
base,ridge,2018-07-16,telephony,Central-West,0.0
base,ridge,2018-07-16,telephony,North,0.0
base,ridge,2018-07-16,telephony,Northeast,0.0
base,ridge,2018-07-16,telephony,South,0.0
base,ridge,2018-07-16,telephony,Southeast,0.0
base,ridge,2018-07-16,watches_gifts,Central-West,7.0
base,ridge,2018-07-16,watches_gifts,North,2.0
base,ridge,2018-07-16,watches_gifts,Northeast,9.0
base,ridge,2018-07-16,watches_gifts,South,11.0
base,ridge,2018-07-16,watches_gifts,Southeast,19.0
base,ridge,2018-07-23,auto,Central-West,1.0
base,ridge,2018-07-23,auto,North,3.0
base,ridge,2018-07-23,auto,Northeast,10.0
base,ridge,2018-07-23,auto,South,1.0
base,ridge,2018-07-23,auto,Southeast,28.0
base,ridge,2018-07-23,bed_bath_table,Central-West,0.0
base,ridge,2018-07-23,bed_bath_table,North,0.0
base,ridge,2018-07-23,bed_bath_table,Northeast,6.0
base,ridge,2018-07-23,bed_bath_table,South,0.0
base,ridge,2018-07-23,bed_bath_table,Southeast,6.0
base,ridge,2018-07-23,computers_accessories,Central-West,6.0
base,ridge,2018-07-23,computers_accessories,North,6.0
base,ridge,2018-07-23,computers_accessories,Northeast,9.0
base,ridge,2018-07-23,computers_accessories,South,0.0
base,ridge,2018-07-23,computers_accessories,Southeast,2.0
base,ridge,2018-07-23,furniture_decor,Central-West,0.0
base,ridge,2018-07-23,furniture_decor,North,6.0
base,ridge,2018-07-23,furniture_decor,Northeast,9.0
base,ridge,2018-07-23,furniture_decor,South,14.0
base,ridge,2018-07-23,furniture_decor,Southeast,18.0
base,ridge,2018-07-23,garden_tools,Central-West,0.0
base,ridge,2018-07-23,garden_tools,North,0.0
base,ridge,2018-07-23,garden_tools,Northeast,0.0
base,ridge,2018-07-23,garden_tools,South,0.0
base,ridge,2018-07-23,garden_tools,Southeast,0.0
base,ridge,2018-07-23,health_beauty,Central-West,0.0
base,ridge,2018-07-23,health_beauty,North,6.0
base,ridge,2018-07-23,health_beauty,Northeast,12.0
base,ridge,2018-07-23,health_beauty,South,0.0
base,ridge,2018-07-23,health_beauty,Southeast,0.0
base,ridge,2018-07-23,housewares,Central-West,12.0
base,ridge,2018-07-23,housewares,North,0.0
base,ridge,2018-07-23,housewares,Northeast,6.0
base,ridge,2018-07-23,housewares,South,22.0
base,ridge,2018-07-23,housewares,Southeast,14.0
base,ridge,2018-07-23,sports_leisure,Central-West,0.0
base,ridge,2018-07-23,sports_leisure,North,6.0
base,ridge,2018-07-23,sports_leisure,Northeast,7.0
base,ridge,2018-07-23,sports_leisure,South,8.0
base,ridge,2018-07-23,sports_leisure,Southeast,13.0
base,ridge,2018-07-23,telephony,Central-West,0.0
base,ridge,2018-07-23,telephony,North,0.0
base,ridge,2018-07-23,telephony,Northeast,13.0
base,ridge,2018-07-23,telephony,South,0.0
base,ridge,2018-07-23,telephony,Southeast,1.0
base,ridge,2018-07-23,watches_gifts,Central-West,0.0
base,ridge,2018-07-23,watches_gifts,North,0.0
base,ridge,2018-07-23,watches_gifts,Northeast,0.0
base,ridge,2018-07-23,watches_gifts,South,0.0
base,ridge,2018-07-23,watches_gifts,Southeast,0.0
base,ridge,2018-07-30,auto,Central-West,0.0
base,ridge,2018-07-30,auto,North,0.0
base,ridge,2018-07-30,auto,Northeast,4.0
base,ridge,2018-07-30,auto,South,4.0
base,ridge,2018-07-30,auto,Southeast,0.0
base,ridge,2018-07-30,bed_bath_table,Central-West,0.0
base,ridge,2018-07-30,bed_bath_table,North,0.0
base,ridge,2018-07-30,bed_bath_table,Northeast,0.0
base,ridge,2018-07-30,bed_bath_table,South,0.0
base,ridge,2018-07-30,bed_bath_table,Southeast,0.0
base,ridge,2018-07-30,computers_accessories,Central-West,0.0
base,ridge,2018-07-30,computers_accessories,North,9.0
base,ridge,2018-07-30,computers_accessories,Northeast,7.0
base,ridge,2018-07-30,computers_accessories,South,0.0
base,ridge,2018-07-30,computers_accessories,Southeast,14.0
base,ridge,2018-07-30,furniture_decor,Central-West,0.0
base,ridge,2018-07-30,furniture_decor,North,0.0
base,ridge,2018-07-30,furniture_decor,Northeast,0.0
base,ridge,2018-07-30,furniture_decor,South,1.0
base,ridge,2018-07-30,furniture_decor,Southeast,22.0
base,ridge,2018-07-30,garden_tools,Central-West,0.0
base,ridge,2018-07-30,garden_tools,North,0.0
base,ridge,2018-07-30,garden_tools,Northeast,0.0
base,ridge,2018-07-30,garden_tools,South,0.0
base,ridge,2018-07-30,garden_tools,Southeast,0.0
base,ridge,2018-07-30,health_beauty,Central-West,0.0
base,ridge,2018-07-30,health_beauty,North,8.0
base,ridge,2018-07-30,health_beauty,Northeast,2.0
base,ridge,2018-07-30,health_beauty,South,0.0
base,ridge,2018-07-30,health_beauty,Southeast,0.0
base,ridge,2018-07-30,housewares,Central-West,9.0
base,ridge,2018-07-30,housewares,North,4.0
base,ridge,2018-07-30,housewares,Northeast,0.0
base,ridge,2018-07-30,housewares,South,7.0
base,ridge,2018-07-30,housewares,Southeast,37.0
base,ridge,2018-07-30,sports_leisure,Central-West,0.0
base,ridge,2018-07-30,sports_leisure,North,5.0
base,ridge,2018-07-30,sports_leisure,Northeast,0.0
base,ridge,2018-07-30,sports_leisure,South,0.0
base,ridge,2018-07-30,sports_leisure,Southeast,21.0
base,ridge,2018-07-30,telephony,Central-West,0.0
base,ridge,2018-07-30,telephony,North,0.0
base,ridge,2018-07-30,telephony,Northeast,10.0
base,ridge,2018-07-30,telephony,South,5.0
base,ridge,2018-07-30,telephony,Southeast,14.0
base,ridge,2018-07-30,watches_gifts,Central-West,0.0
base,ridge,2018-07-30,watches_gifts,North,2.0
base,ridge,2018-07-30,watches_gifts,Northeast,3.0
base,ridge,2018-07-30,watches_gifts,South,0.0
base,ridge,2018-07-30,watches_gifts,Southeast,0.0
base,ridge,2018-08-06,auto,Central-West,0.0
base,ridge,2018-08-06,auto,North,0.0
base,ridge,2018-08-06,auto,Northeast,21.0
base,ridge,2018-08-06,auto,South,5.0
base,ridge,2018-08-06,auto,Southeast,15.0
base,ridge,2018-08-06,bed_bath_table,Central-West,0.0
base,ridge,2018-08-06,bed_bath_table,North,0.0
base,ridge,2018-08-06,bed_bath_table,Northeast,0.0
base,ridge,2018-08-06,bed_bath_table,South,0.0
base,ridge,2018-08-06,bed_bath_table,Southeast,7.0
base,ridge,2018-08-06,computers_accessories,Central-West,0.0
base,ridge,2018-08-06,computers_accessories,North,0.0
base,ridge,2018-08-06,computers_accessories,Northeast,0.0
base,ridge,2018-08-06,computers_accessories,South,1.0
base,ridge,2018-08-06,computers_accessories,Southeast,0.0
base,ridge,2018-08-06,furniture_decor,Central-West,0.0
base,ridge,2018-08-06,furniture_decor,North,4.0
base,ridge,2018-08-06,furniture_decor,Northeast,0.0
base,ridge,2018-08-06,furniture_decor,South,5.0
base,ridge,2018-08-06,furniture_decor,Southeast,0.0
base,ridge,2018-08-06,garden_tools,Central-West,0.0
base,ridge,2018-08-06,garden_tools,North,0.0
base,ridge,2018-08-06,garden_tools,Northeast,0.0
base,ridge,2018-08-06,garden_tools,South,0.0
base,ridge,2018-08-06,garden_tools,Southeast,0.0
base,ridge,2018-08-06,health_beauty,Central-West,8.0
base,ridge,2018-08-06,health_beauty,North,7.0
base,ridge,2018-08-06,health_beauty,Northeast,11.0
base,ridge,2018-08-06,health_beauty,South,6.0
base,ridge,2018-08-06,health_beauty,Southeast,34.0
base,ridge,2018-08-06,housewares,Central-West,0.0
base,ridge,2018-08-06,housewares,North,0.0
base,ridge,2018-08-06,housewares,Northeast,0.0
base,ridge,2018-08-06,housewares,South,3.0
base,ridge,2018-08-06,housewares,Southeast,10.0
base,ridge,2018-08-06,sports_leisure,Central-West,0.0
base,ridge,2018-08-06,sports_leisure,North,0.0
base,ridge,2018-08-06,sports_leisure,Northeast,0.0
base,ridge,2018-08-06,sports_leisure,South,0.0
base,ridge,2018-08-06,sports_leisure,Southeast,0.0
base,ridge,2018-08-06,telephony,Central-West,0.0
base,ridge,2018-08-06,telephony,North,0.0
base,ridge,2018-08-06,telephony,Northeast,0.0
base,ridge,2018-08-06,telephony,South,6.0
base,ridge,2018-08-06,telephony,Southeast,29.0
base,ridge,2018-08-06,watches_gifts,Central-West,0.0
base,ridge,2018-08-06,watches_gifts,North,5.0
base,ridge,2018-08-06,watches_gifts,Northeast,0.0
base,ridge,2018-08-06,watches_gifts,South,0.0
base,ridge,2018-08-06,watches_gifts,Southeast,3.0
base,ridge,2018-08-13,auto,Central-West,0.0
base,ridge,2018-08-13,auto,North,0.0
base,ridge,2018-08-13,auto,Northeast,5.0
base,ridge,2018-08-13,auto,South,2.0
base,ridge,2018-08-13,auto,Southeast,0.0
base,ridge,2018-08-13,bed_bath_table,Central-West,2.0
base,ridge,2018-08-13,bed_bath_table,North,0.0
base,ridge,2018-08-13,bed_bath_table,Northeast,4.0
base,ridge,2018-08-13,bed_bath_table,South,6.0
base,ridge,2018-08-13,bed_bath_table,Southeast,0.0
base,ridge,2018-08-13,computers_accessories,Central-West,0.0
base,ridge,2018-08-13,computers_accessories,North,0.0
base,ridge,2018-08-13,computers_accessories,Northeast,0.0
base,ridge,2018-08-13,computers_accessories,South,0.0
base,ridge,2018-08-13,computers_accessories,Southeast,0.0
base,ridge,2018-08-13,furniture_decor,Central-West,0.0
base,ridge,2018-08-13,furniture_decor,North,0.0
base,ridge,2018-08-13,furniture_decor,Northeast,0.0
base,ridge,2018-08-13,furniture_decor,South,0.0
base,ridge,2018-08-13,furniture_decor,Southeast,0.0
base,ridge,2018-08-13,garden_tools,Central-West,0.0
base,ridge,2018-08-13,garden_tools,North,0.0
base,ridge,2018-08-13,garden_tools,Northeast,0.0
base,ridge,2018-08-13,garden_tools,South,0.0
base,ridge,2018-08-13,garden_tools,Southeast,0.0
base,ridge,2018-08-13,health_beauty,Central-West,0.0
base,ridge,2018-08-13,health_beauty,North,0.0
base,ridge,2018-08-13,health_beauty,Northeast,0.0
base,ridge,2018-08-13,health_beauty,South,8.0
base,ridge,2018-08-13,health_beauty,Southeast,0.0
base,ridge,2018-08-13,housewares,Central-West,6.0
base,ridge,2018-08-13,housewares,North,1.0
base,ridge,2018-08-13,housewares,Northeast,0.0
base,ridge,2018-08-13,housewares,South,0.0
base,ridge,2018-08-13,housewares,Southeast,12.0
base,ridge,2018-08-13,sports_leisure,Central-West,0.0
base,ridge,2018-08-13,sports_leisure,North,0.0
base,ridge,2018-08-13,sports_leisure,Northeast,0.0
base,ridge,2018-08-13,sports_leisure,South,0.0
base,ridge,2018-08-13,sports_leisure,Southeast,0.0
base,ridge,2018-08-13,telephony,Central-West,0.0
base,ridge,2018-08-13,telephony,North,0.0
base,ridge,2018-08-13,telephony,Northeast,0.0
base,ridge,2018-08-13,telephony,South,0.0
base,ridge,2018-08-13,telephony,Southeast,0.0
base,ridge,2018-08-13,watches_gifts,Central-West,0.0
base,ridge,2018-08-13,watches_gifts,North,0.0
base,ridge,2018-08-13,watches_gifts,Northeast,0.0
base,ridge,2018-08-13,watches_gifts,South,0.0
base,ridge,2018-08-13,watches_gifts,Southeast,0.0
base,ridge,2018-08-20,auto,Central-West,0.0
base,ridge,2018-08-20,auto,North,0.0
base,ridge,2018-08-20,auto,Northeast,0.0
base,ridge,2018-08-20,auto,South,0.0
base,ridge,2018-08-20,auto,Southeast,0.0
base,ridge,2018-08-20,bed_bath_table,Central-West,0.0
base,ridge,2018-08-20,bed_bath_table,North,0.0
base,ridge,2018-08-20,bed_bath_table,Northeast,0.0
base,ridge,2018-08-20,bed_bath_table,South,0.0
base,ridge,2018-08-20,bed_bath_table,Southeast,0.0
base,ridge,2018-08-20,computers_accessories,Central-West,0.0
base,ridge,2018-08-20,computers_accessories,North,0.0
base,ridge,2018-08-20,computers_accessories,Northeast,0.0
base,ridge,2018-08-20,computers_accessories,South,0.0
base,ridge,2018-08-20,computers_accessories,Southeast,0.0
base,ridge,2018-08-20,furniture_decor,Central-West,0.0
base,ridge,2018-08-20,furniture_decor,North,0.0
base,ridge,2018-08-20,furniture_decor,Northeast,0.0
base,ridge,2018-08-20,furniture_decor,South,0.0
base,ridge,2018-08-20,furniture_decor,Southeast,0.0
base,ridge,2018-08-20,garden_tools,Central-West,0.0
base,ridge,2018-08-20,garden_tools,North,0.0
base,ridge,2018-08-20,garden_tools,Northeast,0.0
base,ridge,2018-08-20,garden_tools,South,0.0
base,ridge,2018-08-20,garden_tools,Southeast,0.0
base,ridge,2018-08-20,health_beauty,Central-West,0.0
base,ridge,2018-08-20,health_beauty,North,0.0
base,ridge,2018-08-20,health_beauty,Northeast,0.0
base,ridge,2018-08-20,health_beauty,South,0.0
base,ridge,2018-08-20,health_beauty,Southeast,0.0
base,ridge,2018-08-20,housewares,Central-West,0.0
base,ridge,2018-08-20,housewares,North,0.0
base,ridge,2018-08-20,housewares,Northeast,0.0
base,ridge,2018-08-20,housewares,South,0.0
base,ridge,2018-08-20,housewares,Southeast,0.0
base,ridge,2018-08-20,sports_leisure,Central-West,0.0
base,ridge,2018-08-20,sports_leisure,North,0.0
base,ridge,2018-08-20,sports_leisure,Northeast,0.0
base,ridge,2018-08-20,sports_leisure,South,0.0
base,ridge,2018-08-20,sports_leisure,Southeast,0.0
base,ridge,2018-08-20,telephony,Central-West,0.0
base,ridge,2018-08-20,telephony,North,0.0
base,ridge,2018-08-20,telephony,Northeast,0.0
base,ridge,2018-08-20,telephony,South,0.0
base,ridge,2018-08-20,telephony,Southeast,0.0
base,ridge,2018-08-20,watches_gifts,Central-West,0.0
base,ridge,2018-08-20,watches_gifts,North,0.0
base,ridge,2018-08-20,watches_gifts,Northeast,0.0
base,ridge,2018-08-20,watches_gifts,South,0.0
base,ridge,2018-08-20,watches_gifts,Southeast,0.0
